id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to
291,Tăng chiều cao,,,,2022-01-14 09:37:42.338+00,1,1,2022-01-14 09:37:40.795+00,2022-01-14 09:37:42.35+00,
348,Mắt lác,,,,2022-01-15 03:56:58.551+00,3,3,2022-01-15 03:56:56.293+00,2022-01-15 03:56:58.573+00,
409,Phân cứng,,,,2022-01-15 07:18:01.409+00,2,2,2022-01-15 07:17:59.421+00,2022-01-15 07:18:01.425+00,
473,Nóng mắt,,,,2022-01-15 15:51:48.027+00,3,3,2022-01-15 15:51:46.517+00,2022-01-15 15:51:48.047+00,
474,Khó chịu khi đi tiểu,,,,2022-01-15 15:53:01.775+00,3,3,2022-01-15 15:53:00.226+00,2022-01-15 15:53:01.792+00,
548,Đi tiểu rát,,,,2022-01-16 13:36:17.585+00,2,2,2022-01-16 13:36:16.22+00,2022-01-16 13:36:17.595+00,
756,Mức đường huyết cao,,,,2022-01-18 05:07:59.678+00,1,1,2022-01-18 05:07:58.222+00,2022-01-18 05:07:59.69+00,
93,Khóc,"Ở tất cả trẻ nhũ nhi và trẻ nhỏ khóc như một hình thức giao tiếp; đó là phương thức duy nhất trẻ có thể thể hiện khi cần. Hầu hết khóc là biểu hiện đòi hỏi khi đói, khó chịu (ví dụ như tã ướt), hoặc chia cắt, và nó chấm dứt khi được đáp ứng các nhu cầu (ví dụ như ăn, thay bỉm, âu yếm). Tiếng khóc này là bình thường và có xu hướng làm giảm về thời gian và tần suất sau 3 tháng tuổi. Tuy nhiên, khóc vẫn tiếp tục tồn tại sau những cố gắng nhằm giải quyết các nhu cầu thường xuyên và những nỗ lực để xoa dịu hoặc kéo dài tình trạng bình thường của trẻ thì cần được điều tra để xác định nguyên nhân cụ thể.",[],,2022-01-12 12:31:12.602+00,1,1,2022-01-12 10:06:18.029+00,2022-01-12 12:31:12.614+00,
289,Dương vật phát triển,,,,2022-01-14 09:36:46.96+00,1,1,2022-01-14 09:36:45.294+00,2022-01-14 09:36:46.973+00,
290,Vỡ giọng,,,,2022-01-14 09:37:19.368+00,1,1,2022-01-14 09:37:17.705+00,2022-01-14 09:37:19.41+00,
349,Tăng sắc tố da,,,,2022-01-15 03:57:17.695+00,3,3,2022-01-15 03:57:15.704+00,2022-01-15 03:57:17.719+00,
410,Phân có đường kính lớn,,,,2022-01-15 07:18:45.257+00,2,2,2022-01-15 07:18:43.377+00,2022-01-15 07:18:45.267+00,
477,Bỏ ăn,,,,2022-01-15 16:00:22.892+00,3,3,2022-01-15 16:00:21.375+00,2022-01-15 16:00:22.92+00,
666,Hậu môn ẩm ướt,,,,2022-01-18 03:24:17.557+00,1,1,2022-01-18 03:24:15.705+00,2022-01-18 03:24:17.569+00,
667,Đại tiện ra máu,,,,2022-01-18 03:25:01.658+00,1,1,2022-01-18 03:25:00.126+00,2022-01-18 03:25:01.671+00,
757,Đói,,,,2022-01-18 05:08:39.28+00,1,1,2022-01-18 05:08:37.454+00,2022-01-18 05:08:39.294+00,
89,Đau chi,"Đau tại chi có thể xuất hiện tại toàn bộ hoặc một phần của chi đó (ví dụ như đau khớp, xem Đau tại khớp và đau cạnh khớp<br>). Đau có thể là liên tục hoặc ngắt quãng, vận động có thể gây đau tăng hoặc không ảnh hưởng tới đau. Các triệu chứng cơ năng và thực thể đi kèm thường giúp gợi ý chẩn đoán nguyên nhân.",[],,2022-01-12 12:26:32.553+00,1,1,2022-01-12 10:06:17.987+00,2022-01-12 12:26:32.57+00,
99,Thở rít,"Thở rít là một âm thanh có âm sắc cao, chủ yếu ở thì hít vào Nó thường liên quan đến các bệnh lý cấp tính, như dị vật đường thở, nhưng cũng có thể là do các bệnh lý mãn tính hơn, chẳng hạn như chứng nhuyễn khí quản",[],,2022-01-12 12:43:22.855+00,1,1,2022-01-12 10:06:18.062+00,2022-01-12 12:43:22.87+00,
293,Ngứa miệng,,,,2022-01-14 09:41:14.399+00,1,1,2022-01-14 09:41:12.344+00,2022-01-14 09:41:14.416+00,
350,Suy hô hấp,,,,2022-01-15 03:58:08.39+00,3,3,2022-01-15 03:58:05.32+00,2022-01-15 03:58:08.408+00,
411,Vết nứt ở hậu môn,,,,2022-01-15 07:20:26.88+00,2,2,2022-01-15 07:20:25.289+00,2022-01-15 07:20:26.891+00,
478,Khí hư,,,,2022-01-15 16:02:32.532+00,3,3,2022-01-15 16:02:31.138+00,2022-01-15 16:02:32.546+00,
550,"Xuất huyết ở mặt tay, chân",,,,2022-01-17 02:11:04.175+00,1,1,2022-01-17 02:11:02.196+00,2022-01-17 02:11:04.19+00,
758,Nhiễm trùng nấm men,,,,2022-01-18 05:09:53.117+00,1,1,2022-01-18 05:09:50.651+00,2022-01-18 05:09:53.13+00,
668,Búi trĩ sa ra lúc đại tiện,,,,2022-01-18 03:25:50.874+00,1,1,2022-01-18 03:25:49.336+00,2022-01-18 03:26:24.718+00,
95,Phát ban ở trẻ sơ sinh và trẻ nhỏ,"Phát ban là một vấn đề thường gây lo lắng, đặc biệt trong thời kỳ nhũ nhi. Hầu hết các phát ban là không nghiêm trọng.",[],,2022-01-12 12:40:37.976+00,1,1,2022-01-12 10:06:18.052+00,2022-01-12 12:40:37.987+00,
294,Sưng môi,,,,2022-01-14 09:41:32.716+00,1,1,2022-01-14 09:41:30.372+00,2022-01-14 09:41:32.729+00,
295,Sưng mặt,,,,2022-01-14 09:41:40.145+00,1,1,2022-01-14 09:41:38.5+00,2022-01-14 09:41:40.21+00,
351,Không nói hoặc biểu lộ cảm xúc,,,,2022-01-15 03:59:23.678+00,3,3,2022-01-15 03:59:21.812+00,2022-01-15 03:59:23.694+00,
412,Sưng hạch bạch huyết,,,,2022-01-15 07:21:48.381+00,3,3,2022-01-15 07:21:42.179+00,2022-01-15 07:21:48.395+00,
415,Da nhăn,,,,2022-01-15 07:24:26.655+00,3,3,2022-01-15 07:24:25.412+00,2022-01-15 07:24:26.683+00,
479,Đau mào tinh,,,,2022-01-15 16:04:21.78+00,3,3,2022-01-15 16:04:20.221+00,2022-01-15 16:04:21.795+00,
551,Phân đen,,,,2022-01-17 02:32:35.484+00,1,1,2022-01-17 02:32:33.774+00,2022-01-17 02:32:35.501+00,
669,Bầm tím khu vực chấn thương,,,,2022-01-18 03:27:48.095+00,1,1,2022-01-18 03:27:46.552+00,2022-01-18 03:27:48.108+00,
670,Sưng đau vùng chấn thương,,,,2022-01-18 03:28:15.017+00,1,1,2022-01-18 03:28:13.402+00,2022-01-18 03:28:15.03+00,
759,Vết thương chậm liền,,,,2022-01-18 05:10:35.691+00,1,1,2022-01-18 05:10:34.179+00,2022-01-18 05:10:35.705+00,
98,Đánh trống ngực,"Đánh trống ngực là cảm giác của cơ thể về nhịp tim. Chúng thường được mô tả là cảm giác hồi hộp, tim đập nhanh hoặc cảm giác bỏ nhịp. Đây là những biểu hiện phổ biến, một số bệnh nhân cảm thấy khó chịu và coi đây là triệu chứng đáng báo động Đánh trống ngực có thể xảy ra khi không có bệnh tim mạch, hoặc có thể do các nguyên nhân tim mạch nguy hiểm đe dọa tính mạng. Yếu tố then chốt trong chẩn đoán và điều trị là ""bắt"" được các rối loạn nhịp trên điện tâm đồ và theo dõi sát khi xảy ra triệu chứng đánh trống ngực.",[],,2022-01-12 12:25:31.031+00,1,1,2022-01-12 10:06:18.057+00,2022-01-12 12:25:31.043+00,
296,Sưng lưỡi,,,,2022-01-14 09:41:49.985+00,1,1,2022-01-14 09:41:48.251+00,2022-01-14 09:41:50.016+00,
354,Đỏ da,,,,2022-01-15 04:04:07.575+00,3,3,2022-01-15 04:04:05.293+00,2022-01-15 04:04:07.588+00,
413,Đau nướu,,,,2022-01-15 07:22:21.99+00,3,3,2022-01-15 07:22:20.03+00,2022-01-15 07:22:22.008+00,
414,"Cáu gắt, giận dữ",,,,2022-01-15 07:24:04.25+00,3,3,2022-01-15 07:24:00.197+00,2022-01-15 07:24:04.264+00,
480,Đau xương cánh tay,,,,2022-01-15 16:09:50.964+00,3,3,2022-01-15 16:09:48.481+00,2022-01-15 16:09:50.985+00,
416,Nổi da gà,,,,2022-01-15 07:25:01.31+00,3,3,2022-01-15 07:24:58.972+00,2022-01-15 07:25:01.327+00,
552,Thiểu năng trí tuệ,,,,2022-01-17 02:35:20.35+00,1,1,2022-01-17 02:35:18.745+00,2022-01-17 02:35:20.363+00,
553,Chậm nói,,,,2022-01-17 02:36:39.202+00,1,1,2022-01-17 02:36:37.591+00,2022-01-17 02:36:39.218+00,
671,Mất chức năng vùng bị thương,,,,2022-01-18 03:29:00.887+00,1,1,2022-01-18 03:28:59.386+00,2022-01-18 03:29:00.901+00,
101,Rụng tóc,"(Xem thêm Rụng tóc Areata<br>.)<br>Rụng tóc được định nghĩa là mất tóc từ cơ thể. Rụng tóc thường là một nguyên nhân gây quan tâm lớn cho bệnh nhân do mỹ phẩm và tâm lý, nhưng nó cũng có thể là một dấu hiệu quan trọng của bệnh hệ thống.",[],,2022-01-12 12:41:03.533+00,1,1,2022-01-12 10:06:18.075+00,2022-01-12 12:41:03.545+00,
297,Đau quặn bụng,,,,2022-01-14 09:44:48.056+00,1,1,2022-01-14 09:44:46.234+00,2022-01-14 09:44:48.09+00,
298,Mót rặn,"Mót rặn, đi ngoài “giả” (bệnh nhân mót rặn, buồn đi đại tiện nhưng lại không có phân)",,,2022-01-14 09:45:29.044+00,1,1,2022-01-14 09:45:26.061+00,2022-01-14 09:45:29.059+00,
355,Táo bón,,,,2022-01-15 04:11:34.024+00,3,3,2022-01-15 04:11:32.054+00,2022-01-15 04:11:34.035+00,
417,Giãn đồng tử,,,,2022-01-15 07:25:17.885+00,3,3,2022-01-15 07:25:16.395+00,2022-01-15 07:25:17.9+00,
418,Nước mắt có dịch mờ đục,,,,2022-01-15 07:25:20.98+00,2,2,2022-01-15 07:25:19.266+00,2022-01-15 07:25:21.015+00,
481,Lé trong,,,,2022-01-15 16:11:15.02+00,3,3,2022-01-15 16:11:13.531+00,2022-01-15 16:11:15.056+00,
554,Thiếu tập trung,,,,2022-01-17 02:37:20.077+00,1,1,2022-01-17 02:37:17.119+00,2022-01-17 02:37:20.089+00,
672,Xương đâm xuyên qua da,,,,2022-01-18 03:29:26.601+00,1,1,2022-01-18 03:29:25.125+00,2022-01-18 03:29:26.612+00,
100,Thở khò khè,Thở khò khè là tiếng có âm độ tương đối cao do luồng không khí thổi qua các đường thở nhỏ bị hẹp và chèn ép. Đây là một triệu chứng cũng như một dấu hiệu thực thể.,[],,2022-01-12 12:43:14.095+00,1,1,2022-01-12 10:06:18.071+00,2022-01-12 12:43:14.115+00,
83,Hôi miệng,Chứng hôi miệng là hơi thở hôi thường xuyên hoặc dai dẳng,"[""hơi thở hôi""]",,2022-01-12 12:09:54.513+00,1,3,2022-01-12 10:06:17.951+00,2022-01-12 12:09:54.525+00,
61,Buồn nôn ở trẻ nhỏ và trẻ em,"Buồn nôn là cảm giác nôn sắp xảy ra và thường đi kèm với những thay đổi tự chủ, chẳng hạn như nhịp tim tăng lên và tiết nước bọt. Buồn nôn và nôn thường xảy ra theo trình tự; tuy nhiên, chúng có thể xảy ra riêng biệt (ví dụ như, nôn có thể xảy ra mà không có triệu chứng buồn nôn do tăng áp lực nội sọ).<br>Nôn là cảm giác khó chịu và có thể gây mất nước vì lượng dịch bị mất và vì khả năng bù nước qua uống hạn chế.","[""nôn ói ở trẻ nhỏ và trẻ em""]",,2022-01-12 11:59:55.201+00,1,3,2022-01-12 10:06:17.762+00,2022-01-12 11:59:55.215+00,
299,Ăn không tiêu,,,,2022-01-14 09:46:54.57+00,1,1,2022-01-14 09:46:52.367+00,2022-01-14 09:46:54.585+00,
356,Chân tay bị teo,,,,2022-01-15 04:13:23.061+00,3,3,2022-01-15 04:13:21.329+00,2022-01-15 04:13:23.083+00,
419,Nói lắp,,,,2022-01-15 07:27:49.526+00,3,3,2022-01-15 07:27:45.892+00,2022-01-15 07:27:49.564+00,
482,Bụng sưng,,,,2022-01-15 16:33:15.91+00,3,3,2022-01-15 16:33:14.489+00,2022-01-15 16:33:15.927+00,
555,Tăng động thái quá,,,,2022-01-17 02:37:31.034+00,1,1,2022-01-17 02:37:29.549+00,2022-01-17 02:37:31.065+00,
673,Đau bụng dữ dội,,,,2022-01-18 03:32:06.939+00,1,1,2022-01-18 03:32:05.469+00,2022-01-18 03:32:06.956+00,
674,Liệt vận động,,,,2022-01-18 03:32:59.733+00,1,1,2022-01-18 03:32:57.629+00,2022-01-18 03:32:59.746+00,
675,Liệt chi trên,,,,2022-01-18 03:33:29.424+00,1,1,2022-01-18 03:33:28.117+00,2022-01-18 03:33:29.436+00,
676,Liệt chi dưới,,,,2022-01-18 03:33:37.32+00,1,1,2022-01-18 03:33:35.87+00,2022-01-18 03:33:37.331+00,
52,Đau bụng tái phát,"Đau bụng mãn tính (CAP) kéo dài hơn 3 tháng hoặc liên tục hoặc ngắt quãng. Đau bụng không liên tục có thể xem như đau bụng tái phát (RAP). Đau bụng cấp<br>được thảo luận ở mục khác. Đau bụng mạn tính xảy ra bất kỳ lứa tuổi nào sau 5 tuổi. Khoảng 10% trẻ em cần được đánh giá với tình trạng đau bụng tái phát. Khoảng 2% người lớn, chủ yếu là phụ nữ, có đau bụng mạn tính (tỷ lệ phần trăm cao hơn ở người trưởng thành có một số loại triệu chứng tiêu hóa mạn tính, bao gồm rối loạn tiêu hóa không loét và rối loạn nhu động ruột khác).<br>Gần như tất cả các bệnh nhân đau bụng mạn tính đều đã được đánh giá trước đó nhưng không có chẩn đoán rõ ràng sau khi đã khai thác tiền sử, khám thực thể và làm một số xét nghiệm cơ bản.",[],,2022-01-12 12:01:42.757+00,1,3,2022-01-12 10:06:17.684+00,2022-01-12 12:01:42.771+00,
14,Co thắt cơ,"Chuột rút (dấu hiệu charley horse) là sự co rút đột ngột, ngắn, tự động, và gây đau của một cơ hoặc một nhóm cơ. Các cơn chuột rút thường xảy ra ở người khỏe mạnh (thường ở người trung niên và cao tuổi), đôi khi trong thời gian nghỉ ngơi, nhưng đặc biệt là trong hoặc sau khi tập thể dục hoặc vào ban đêm (kể cả trong khi ngủ). Chuột rút chân vào ban đêm<br>thường xảy ra ở bắp chân và gây gấp bàn chân và các ngón chân.<br>Các rối loạn khác có thể giống chuột rút:<br>Loạn trương lực cơ<br>có thể gây co thắt cơ, nhưng các triệu chứng thường kéo dài hơn, tái diễn và liên quan đến các cơ khác với những cơ bị ảnh hưởng trong chuột rút chân điển hình (ví dụ như cổ, tay, mặt, cơ khắp cơ thể).<br>Cơn Tetany có thể gây co thắt cơ, nhưng cơn co thắt thường kéo dài hơn (thường kèm những cơn co xoắn cơ ngắn); cơn thường xuất hiện cả hai bên và lan tỏa, nhưng cũng có thể chỉ xảy ra đơn độc ở khu vực khớp bàn tay, bàn chân.<br>Thiếu máu cơ khi gắng sức ở bệnh nhân bị bệnh động mạch ngoại vi (cơn đau cách hồi) có thể gây đau ở bắp chân, nhưng cơn đau này là do lượng máu đến cơ không đủ và không có sự co cơ mạnh như chuột rút.<br>Cơn hoang tưởng chuột rút là cảm giác bị chuột rút khi không co cơ hoặc thiếu máu cục bộ.","["" chuột rút""]",,2022-01-12 12:06:45.805+00,1,3,2022-01-12 10:06:17.329+00,2022-01-12 12:06:45.821+00,
300,Đau phía sau đầu và cổ,,,,2022-01-14 09:48:32.914+00,1,1,2022-01-14 09:48:31.326+00,2022-01-14 09:48:32.928+00,
357,Dương vật không thể cương cứng,,,,2022-01-15 04:21:16.373+00,3,3,2022-01-15 04:21:12.092+00,2022-01-15 04:21:16.387+00,
420,Sưng tinh hoàn,,,,2022-01-15 07:29:11.599+00,3,3,2022-01-15 07:28:51.156+00,2022-01-15 07:29:11.621+00,
483,Mất cảm giác,,,,2022-01-15 16:36:31.175+00,3,3,2022-01-15 16:36:29.693+00,2022-01-15 16:36:31.195+00,
556,Khớp sưng đỏ,,,,2022-01-17 03:02:16.49+00,1,1,2022-01-17 03:02:15.094+00,2022-01-17 03:02:16.512+00,
677,Đau đầu dữ dội,,,,2022-01-18 03:34:46.699+00,1,1,2022-01-18 03:34:45.366+00,2022-01-18 03:34:46.712+00,
679,Đi đứng loạng choạng,,,,2022-01-18 03:35:52.728+00,1,1,2022-01-18 03:35:51.226+00,2022-01-18 03:35:52.741+00,
65,Chứng cương dương vật,"<br><br>Cương dương vật kéo dài là tình trạng cương cứng dương vật bất thường, kéo dài, gây đau đớn không kèm theo có ham muốn tình dục hoặc kích thích tình dục. Nó thường xảy ra ở trẻ trai từ 5 đến 10 tuổi và nam giới từ 20 đến 50 tuổi.","[""Cương cứng liên tục""]",,2022-01-12 12:06:07.598+00,1,3,2022-01-12 10:06:17.812+00,2022-01-12 12:06:07.612+00,
51,Đau bụng mạn tính,"Đau bụng mãn tính (CAP) kéo dài hơn 3 tháng hoặc liên tục hoặc ngắt quãng. Đau bụng không liên tục có thể xem như đau bụng tái phát (RAP). Đau bụng cấp<br>được thảo luận ở mục khác. Đau bụng mạn tính xảy ra bất kỳ lứa tuổi nào sau 5 tuổi. Khoảng 10% trẻ em cần được đánh giá với tình trạng đau bụng tái phát. Khoảng 2% người lớn, chủ yếu là phụ nữ, có đau bụng mạn tính (tỷ lệ phần trăm cao hơn ở người trưởng thành có một số loại triệu chứng tiêu hóa mạn tính, bao gồm rối loạn tiêu hóa không loét và rối loạn nhu động ruột khác).<br>Gần như tất cả các bệnh nhân đau bụng mạn tính đều đã được đánh giá trước đó nhưng không có chẩn đoán rõ ràng sau khi đã khai thác tiền sử, khám thực thể và làm một số xét nghiệm cơ bản.",[],,2022-01-12 12:07:22.963+00,1,3,2022-01-12 10:06:17.679+00,2022-01-12 12:07:22.977+00,
358,Bầm tím,,,,2022-01-15 04:22:22.571+00,3,3,2022-01-15 04:22:19.361+00,2022-01-15 04:22:22.596+00,
421,Hạ oxy máu,,,,2022-01-15 07:31:54.062+00,2,2,2022-01-15 07:31:50.376+00,2022-01-15 07:31:54.097+00,
423,Ngưng thở,,,,2022-01-15 07:32:33.389+00,2,2,2022-01-15 07:32:31.747+00,2022-01-15 07:32:33.401+00,
484,Nhìn vật biến dạng,,,,2022-01-15 16:38:10.94+00,3,3,2022-01-15 16:38:09.397+00,2022-01-15 16:38:10.962+00,
557,Khớp đau đột ngột,,,,2022-01-17 03:02:49.732+00,1,1,2022-01-17 03:02:48.272+00,2022-01-17 03:02:49.748+00,
678,Đau đầu đột ngột,,,,2022-01-18 03:34:54.712+00,1,1,2022-01-18 03:34:53.165+00,2022-01-18 03:34:54.725+00,
680,Méo miệng,,,,2022-01-18 03:36:29.081+00,1,1,2022-01-18 03:36:27.686+00,2022-01-18 03:36:29.092+00,
41,Đỏ mắt,Đỏ mắt là tình trạng giãn của mạch máu trên bề mặt nhãn cầu.,"["" mắt đỏ""]",,2022-01-12 12:08:26.299+00,1,3,2022-01-12 10:06:17.585+00,2022-01-12 12:08:26.312+00,
422,Hạ huyết áp,,,,2022-01-15 07:32:02.519+00,2,2,2022-01-15 07:32:01.18+00,2022-01-15 07:32:02.531+00,
359,Rối loạn thị lực,,,,2022-01-15 04:26:18.819+00,3,3,2022-01-15 04:26:17.559+00,2022-01-15 04:26:41.606+00,
360,Rối loạn lo âu,,,,2022-01-15 04:27:16.722+00,3,3,2022-01-15 04:27:13.228+00,2022-01-15 04:27:16.734+00,
485,Xuất tinh đau,,,,2022-01-16 02:54:56.992+00,3,3,2022-01-16 02:54:54.838+00,2022-01-16 02:54:57.011+00,
681,Bí tiểu,,,,2022-01-18 03:37:02.516+00,1,1,2022-01-18 03:37:01.026+00,2022-01-18 03:37:02.528+00,
558,Uống nhiều nước,,,,2022-01-17 03:41:31.702+00,1,1,2022-01-17 03:41:30.079+00,2022-01-17 07:13:22.127+00,
67,Khối u ở bìu không đau,"Một khối u vùng bìu không đau thường được chú ý bởi bệnh nhân nhưng cũng có thể được phát hiện ngẫu nhiên khi khám sức khoẻ định kỳ.<br>Đau bìu<br>và khối vùng bìu đau hoặc sưng có thể do xoắn tinh hoàn<br>, sự xoắn mấu phụ tinh hoàn, viêm mào tinh<br>, viêm tinh hoàn - mào tinh hoàn, áp xe bìu, chấn thương, thoát vị bẹn<br>nghẹt, viêm tinh hoàn<br>, và hoại thư Fournier.",[],Nam,2022-01-12 12:10:12.636+00,1,1,2022-01-12 10:06:17.812+00,2022-01-14 06:32:03.828+00,
361,Sôi bụng,,,,2022-01-15 04:29:33.73+00,3,3,2022-01-15 04:29:32.194+00,2022-01-15 04:29:33.749+00,
486,Sưng bìu,,,,2022-01-16 02:56:19.669+00,3,3,2022-01-16 02:56:18.18+00,2022-01-16 02:56:19.682+00,
424,Ngứa bộ phận sinh dục,,,,2022-01-15 07:40:41.825+00,3,3,2022-01-15 07:40:36.386+00,2022-01-15 07:40:41.835+00,
425,Ngứa ở bắp đùi,,,,2022-01-15 07:41:20.357+00,3,3,2022-01-15 07:41:18.538+00,2022-01-15 07:41:20.37+00,
559,Thay đổi màu sắc dịch âm đạo,,,,2022-01-17 10:18:13.118+00,1,1,2022-01-17 10:18:11.249+00,2022-01-17 10:18:13.137+00,
682,Huyết áp tăng,,,,2022-01-18 03:37:47.202+00,1,1,2022-01-18 03:37:45.786+00,2022-01-18 03:37:47.218+00,
49,Mất thị lực cấp tính,"Mất thị lực thường được coi là cấp tính nếu nó tiến triển trong vòng vài phút đến vài ngày. Mất thị lực có thể ảnh hưởng đến một hoặc cả hai mắt và tất cả hoặc một phần của thị trường. Bệnh nhân có khuyết thị trường nhỏ (ví dụ, gây ra bởi bong võng mạc nhỏ) có thể mô tả triệu chứng của họ là nhìn mờ.",[],,2022-01-12 12:11:39.097+00,1,3,2022-01-12 10:06:17.665+00,2022-01-12 12:11:39.109+00,
17,Mề đay,"(Xem thêm Đánh giá Bệnh nhân da liễu<br>.)<br>Mày đay bao gồm các mảng thay đổi, dạng vòng, ban đỏ và ngứa trên da.<br>Mày đay cũng có thể đi kèm với phù mạch, là kết quả của sự kích hoạt tế bào mast và tế bào đa nhân ái kiềm trong lớp trung bì sâu, các mô dưới da và biểu hiện phù nề mặt và môi, đầu chi, bộ phận sinh dục. Phù mạch có thể xảy ra trong ruột và hiện tại là đau bụng. Phù mạch có thể đe doạ đến mạng sống nếu tắc nghẽn đường thở xảy ra do phù thanh quản hoặc phù nề lưỡi.","[""nổi mề đay""]",,2022-01-12 12:12:25.792+00,1,3,2022-01-12 10:06:17.339+00,2022-01-12 12:12:25.808+00,
426,Ngứa ở vùng háng,,,,2022-01-15 07:41:41.131+00,3,3,2022-01-15 07:41:39.269+00,2022-01-15 07:41:41.145+00,
561,Đau khi giao hợp,,,,2022-01-17 10:19:14.626+00,1,1,2022-01-17 10:19:12.998+00,2022-01-17 10:19:14.643+00,
683,Dịch mũi vàng,,,,2022-01-18 03:39:10.767+00,1,1,2022-01-18 03:39:09.152+00,2022-01-18 03:39:10.78+00,
77,Ngứa âm đạo,"Ngứa âm đạo (ngứa), tiết dịch, hoặc cả hai đều là kết quả của viêm nhiễm khuẩn hoặc viêm không nhiễm khuẩn âm đạo (viêm âm đạo<br>), thường kèm theo cả viêm âm hộ (viêm âm hộ âm đạo). Các triệu chứng cũng có thể bao gồm kích ứng, ngứa, ban đỏ, phồng rộp, và đôi khi tiểu tiện khó và quan hệ đau. Các triệu chứng của viêm âm đạo là một trong những phàn nàn về phụ khoa phổ biến nhất.","[""ra khí hư""]",,2022-01-12 12:14:19.891+00,1,3,2022-01-12 10:06:17.889+00,2022-01-12 12:14:19.906+00,
102,Rậm lông,"Rậm lông là sự tăng trưởng quá mức dày và đen của lông tóc ở phụ nữ trên những vị trí điển hình trong tăng trưởng lông tóc ở nam giới (ví dụ ria mép, râu, ngực trung tâm, vai, bụng dưới, lưng, đùi bên trong). Lượng tóc tăng trưởng được coi là quá mức có thể khác nhau tùy thuộc vào sắc tộc và cách biểu hiện văn hoá.<br>JOHN RADCLIFFE / THƯ VIỆN HÌNH ẢNH KHOA HỌC<br>Tăng lông tóc là một tình trạng riêng. Nó chỉ đơn giản là sự gia tăng lượng lông tóc phát triển bất cứ nơi nào trên cơ thể. Tăng lông tóc có thể lan rộng hoặc khu trú.<br>BIOPHOTO ASSOCIATE/THƯ VIỆN HÌNH ẢNH KHOA HỌC<br>Đàn ông thay đổi đáng kể về lượng lông cơ thể, một số khá nhiều lông, nhưng hiếm khi đến để đánh giá y tế.","[""tăng lông tóc""]",,2022-01-12 12:14:54.868+00,1,3,2022-01-12 10:06:18.366+00,2022-01-12 12:14:54.881+00,
427,Ho ở người lớn,,,,2022-01-15 07:43:27.646+00,3,3,2022-01-15 07:43:25.224+00,2022-01-15 07:43:27.661+00,
488,Đau nhức toàn thân,,,,2022-01-16 08:47:26.098+00,2,2,2022-01-16 08:47:10.887+00,2022-01-16 08:47:26.111+00,
562,Đi tiểu đau,,,,2022-01-17 10:19:43.914+00,1,1,2022-01-17 10:19:42.118+00,2022-01-17 10:19:43.937+00,
684,Mắt ngứa,,,,2022-01-18 03:42:29.584+00,1,1,2022-01-18 03:42:28.018+00,2022-01-18 03:42:29.606+00,
691,Chảy mủ mắt,,,,2022-01-18 03:46:58.854+00,1,1,2022-01-18 03:46:57.608+00,2022-01-18 03:46:58.865+00,
5,Sốt mạn tính,"Sốt không rõ nguyên nhân khi nhiệt độ cơ thể ≥ 38.3° C (101 ° F) đo tại trực tràng, không phải do bệnh thoáng qua và tự hạn khỏi, bệnh nhanh chóng gây tử vong hoặc rối loạn với các triệu chứng hoặc dấu hiệu cục bộ rõ ràng hoặc có bất thường trên các xét nghiệm thông thường như chụp X-quang phổi, xét nghiệm nước tiểu hoặc cấy máu.<br>Sốt không rõ nguyên nhân hiện được phân thành 4 nhóm khác biệt:<br>Sốt không rõ căn nguyên cổ điển: Sốt > 3 tuần không có nguyên nhân xác định sau 3 ngày đánh giá của bệnh viện hoặc ≥ 3 lần khám ngoại trú<br>Sốt không rõ căn nguyên liên quan tới chăm sóc y tế: Sốt ở bệnh nhân nằm viện và không có biểu hiện nhiễm trùng hoặc ủ bệnh từ lúc nhập viện nếu chẩn đoán vẫn không chắc chắn sau 3 ngày với xét nghiệm thích hợp<br>Sốt không rõ nguyên nhân do thiếu hụt miễn dịch: Sốt ở bệnh nhân suy giảm miễn dịch nếu chẩn đoán vẫn không chắc chắn sau 3 ngày với xét nghiệm thích hợp bao gồm các nuôi cấy âm tính sau 48 giờ<br>Sốt không rõ nguyên nhân liên quan đến HIV: Sốt > 3 tuần ở bệnh nhân ngoại trú có xác nhận nhiễm HIV hoặc > 3 ngày ở bệnh nhân nội trú đã xác nhận nhiễm HIV nếu chẩn đoán vẫn không chắc chắn với xét nghiệm thích hợp","[""sốt không rõ nguyên nhân""]",,2022-01-12 12:15:29.251+00,1,3,2022-01-12 10:06:17.226+00,2022-01-12 12:15:29.264+00,
47,Thị lực nhìn mờ,"Mờ mắt là triệu chứng phổ biến nhất. Mờ mắt thường chỉ tới tình trạng giảm thị lực khởi phát từ từ Đột ngột, mất thị lực hoàn toàn ở một hoặc cả hai mắt (mù), xem Mất thị lực cấp tính<br>. Bệnh nhân có khuyết thị trường nhỏ (ví dụ, gây ra bởi một bong võng mạc nhỏ) có thể tả các triệu chứng của họ là nhìn mờ.",[],,2022-01-12 12:16:52.259+00,1,3,2022-01-12 10:06:17.657+00,2022-01-12 12:16:52.271+00,
428,Đau nhức xương,,,,2022-01-15 07:44:21.437+00,3,3,2022-01-15 07:44:20.012+00,2022-01-15 07:44:21.451+00,
430,Bí đái,,,,2022-01-15 07:46:54.602+00,3,3,2022-01-15 07:46:21.243+00,2022-01-15 07:46:54.622+00,
